Date,Open,High,Low,Close,Adj Close,Volume
2018-02-01,427.100006,432.899994,415.250000,428.350006,418.382507,380645
2018-02-02,427.600006,427.600006,412.500000,417.450012,407.736176,497505
2018-02-05,409.000000,412.899994,406.450012,409.100006,399.580444,145226
2018-02-06,402.000000,409.750000,387.500000,404.899994,395.478180,232380
2018-02-07,412.200012,419.899994,405.000000,406.750000,397.285156,180351
2018-02-08,412.000000,415.000000,401.750000,405.000000,395.575836,226409
2018-02-09,401.000000,401.649994,394.250000,399.549988,390.252686,186531
2018-02-12,404.000000,408.000000,400.000000,403.600006,394.208435,113188
2018-02-14,400.000000,416.399994,400.000000,411.899994,402.315308,176965
2018-02-15,421.000000,423.850006,409.350006,411.399994,401.826904,243792
2018-02-16,417.000000,417.000000,402.000000,404.399994,394.989807,119262
2018-02-19,405.000000,407.100006,388.750000,393.399994,384.245758,154797
2018-02-20,393.500000,407.000000,387.399994,395.100006,385.906219,190968
2018-02-21,396.000000,399.000000,390.000000,395.549988,386.345734,105603
2018-02-22,394.899994,406.149994,393.000000,404.100006,394.696808,142738
2018-02-23,406.850006,409.000000,402.450012,406.000000,396.552582,94040
2018-02-26,409.000000,416.899994,408.750000,414.899994,405.245483,140761
2018-02-27,415.549988,416.000000,409.799988,410.799988,401.240875,79888
2018-02-28,412.000000,415.000000,403.500000,408.250000,398.750244,187914
2018-03-01,408.549988,413.299988,404.549988,405.500000,396.064240,98231
2018-03-05,405.500000,411.000000,401.000000,404.200012,394.794495,167185
2018-03-06,404.399994,412.950012,395.450012,403.799988,394.403748,164827
2018-03-07,400.700012,401.000000,373.000000,377.450012,368.666931,366777
2018-03-08,377.000000,392.250000,370.049988,388.600006,379.557495,507771
2018-03-09,391.799988,393.000000,374.250000,377.299988,368.520386,279006
2018-03-12,386.000000,389.450012,377.299988,386.049988,377.066803,1171582
2018-03-13,390.000000,393.899994,380.000000,384.750000,375.797089,163762
2018-03-14,384.000000,385.600006,377.000000,382.399994,373.501740,124042
2018-03-15,384.000000,386.350006,380.549988,382.100006,373.208740,105257
2018-03-16,381.500000,382.000000,368.200012,371.049988,362.415863,181196
2018-03-19,370.899994,372.000000,355.000000,363.850006,355.383392,272918
2018-03-20,367.000000,371.000000,360.500000,369.200012,360.608917,128087
2018-03-21,373.700012,373.700012,362.250000,363.899994,355.432220,127159
2018-03-22,368.000000,368.000000,354.600006,358.149994,349.816010,127969
2018-03-23,358.000000,366.350006,350.399994,361.700012,353.283417,223725
2018-03-26,365.000000,370.000000,352.000000,364.899994,356.408966,245757
2018-03-27,367.100006,369.450012,361.950012,365.350006,356.848480,128338
2018-03-28,365.299988,365.299988,350.200012,354.649994,346.397461,2633528
2018-04-02,354.200012,371.250000,354.200012,370.000000,361.390320,189532
2018-04-03,370.500000,371.000000,362.899994,366.799988,358.264740,122870
2018-04-04,372.000000,375.000000,364.049988,367.350006,358.801971,172270
2018-04-05,371.100006,379.600006,371.100006,375.250000,366.518127,218884
2018-04-06,379.700012,383.700012,374.799988,378.299988,369.497101,173389
2018-04-09,379.299988,397.000000,371.049988,376.100006,367.348358,128685
2018-04-10,378.000000,389.950012,378.000000,386.450012,377.457550,225184
2018-04-11,387.600006,388.549988,376.000000,377.700012,368.911133,141496
2018-04-12,378.899994,379.000000,369.600006,372.049988,363.392548,175611
2018-04-13,374.000000,386.200012,373.500000,381.950012,373.062225,310846
2018-04-16,383.700012,389.000000,379.350006,387.799988,378.776093,155060
2018-04-17,390.899994,394.000000,381.500000,382.850006,373.941284,206967
2018-04-18,387.700012,389.299988,380.299988,384.549988,375.601685,116790
2018-04-19,385.950012,390.399994,383.600006,386.450012,377.457550,85996
2018-04-20,386.450012,386.950012,379.200012,381.250000,372.378510,98064
2018-04-23,385.750000,388.799988,376.000000,385.250000,376.285431,133980
2018-04-24,388.950012,394.450012,385.250000,391.950012,382.829529,175797
2018-04-25,391.149994,397.899994,389.750000,392.100006,382.976044,192136
2018-04-26,391.000000,398.000000,388.000000,396.450012,387.224823,131982
2018-04-27,399.000000,405.049988,399.000000,401.450012,392.108459,109595
2018-04-30,406.899994,410.799988,399.000000,406.450012,396.992157,107863
2018-05-02,407.100006,411.000000,396.600006,399.899994,390.594513,119475
2018-05-03,399.899994,406.399994,394.299988,396.799988,387.566650,191133
2018-05-04,404.000000,409.850006,391.899994,408.200012,398.701447,295866
2018-05-07,409.899994,414.000000,406.350006,411.149994,401.582733,122854
2018-05-08,414.000000,416.250000,410.450012,412.350006,402.754791,94177
2018-05-09,413.000000,414.250000,409.799988,412.450012,402.852509,99438
2018-05-10,415.000000,415.000000,408.399994,409.649994,400.117676,61384
2018-05-11,413.500000,414.000000,410.750000,411.649994,402.071106,69579
2018-05-14,415.700012,415.700012,405.200012,407.799988,398.310699,100594
2018-05-15,404.100006,411.950012,398.250000,408.750000,399.238586,129484
2018-05-16,408.799988,409.149994,400.549988,403.899994,394.501465,78976
2018-05-17,405.000000,418.000000,395.600006,397.950012,388.689941,70447
2018-05-18,397.000000,397.000000,385.000000,389.350006,380.290009,98258
2018-05-21,397.799988,397.799988,381.750000,383.799988,374.869141,57446
2018-05-22,383.799988,388.000000,378.049988,380.350006,371.499420,46872
2018-05-23,380.700012,383.250000,372.750000,373.500000,364.808838,70950
2018-05-24,379.799988,379.799988,365.000000,371.200012,362.562378,1493720
2018-05-25,371.500000,381.649994,366.750000,379.899994,371.059875,128155
2018-05-28,382.950012,383.000000,376.649994,378.850006,370.034393,86458
2018-05-29,380.000000,383.549988,374.049988,377.299988,368.520386,102129
2018-05-30,377.299988,378.850006,370.399994,374.600006,365.883240,178492
2018-05-31,372.600006,398.000000,370.000000,392.200012,383.073730,9676041
2018-06-01,389.000000,394.950012,382.950012,387.149994,378.141205,128387
2018-06-04,387.600006,389.000000,375.250000,377.600006,368.813446,1672300
2018-06-05,383.000000,383.000000,371.450012,373.600006,364.906525,54555
2018-06-06,375.000000,377.549988,373.700012,375.700012,366.957672,57116
2018-06-07,376.000000,384.700012,376.000000,379.399994,370.571533,67605
2018-06-08,379.399994,382.750000,372.549988,379.500000,370.669220,54071
2018-06-11,382.600006,387.899994,378.950012,381.600006,372.720367,116017
2018-06-12,385.799988,390.000000,382.600006,387.899994,378.873779,2525362
2018-06-13,388.500000,392.000000,380.799988,382.149994,373.257538,121787
2018-06-14,385.000000,385.000000,373.000000,375.450012,366.713470,80856
2018-06-15,372.000000,375.899994,370.000000,372.850006,364.173981,129336
2018-06-18,373.000000,378.750000,369.100006,370.049988,361.439087,67578
2018-06-19,369.100006,371.600006,361.600006,362.649994,354.211304,162551
2018-06-20,363.399994,366.899994,357.399994,366.000000,357.483368,285932
2018-06-21,369.000000,375.049988,366.000000,366.850006,358.313599,55438309
2018-06-22,365.899994,367.000000,361.549988,366.000000,357.483368,79018
2018-06-25,375.000000,375.000000,359.149994,360.950012,352.550873,67025
2018-06-26,360.049988,366.350006,356.200012,363.350006,354.895020,72971
2018-06-27,363.350006,366.149994,356.000000,364.700012,356.213654,871978
2018-06-28,360.000000,364.149994,360.000000,362.049988,353.625244,104258
2018-06-29,374.000000,376.450012,359.149994,372.000000,363.343719,28711602
2018-07-02,372.000000,373.649994,359.850006,363.200012,354.748505,109581
2018-07-03,368.899994,368.899994,360.399994,362.549988,354.113617,89428
2018-07-04,363.000000,364.000000,356.549988,360.250000,351.867157,104853
2018-07-05,361.899994,363.500000,356.100006,361.700012,353.283417,88840
2018-07-06,362.899994,370.799988,360.000000,366.100006,357.581055,99097
2018-07-09,366.000000,370.000000,365.100006,367.000000,358.460083,110761
2018-07-10,368.899994,374.799988,368.549988,370.600006,361.976318,140176
2018-07-11,370.000000,378.000000,368.250000,373.250000,364.564667,203929
2018-07-12,378.899994,378.899994,368.600006,369.350006,360.755432,124175
2018-07-13,374.549988,376.899994,367.299988,370.100006,361.487946,205891
2018-07-16,376.000000,376.000000,359.000000,360.149994,351.769501,166624
2018-07-17,359.500000,368.899994,359.500000,367.149994,358.606628,154715
2018-07-18,364.200012,374.899994,362.000000,364.100006,355.627563,154206
2018-07-19,367.000000,371.100006,364.500000,369.149994,360.560059,77237
2018-07-20,369.149994,376.649994,367.000000,369.899994,361.292572,145396
2018-07-23,373.600006,385.299988,370.250000,384.049988,375.113342,242152
2018-07-24,386.700012,393.000000,383.200012,391.500000,382.390015,253118
2018-07-25,393.000000,401.049988,392.000000,397.500000,388.250397,261044
2018-07-26,397.700012,401.750000,394.750000,400.000000,392.667877,1233950
2018-07-27,402.049988,404.000000,391.549988,394.250000,387.023285,191780
2018-07-30,395.000000,400.000000,388.399994,390.700012,383.538391,164605
2018-07-31,390.000000,404.000000,384.500000,400.100006,392.766052,157976
2018-08-01,402.600006,403.750000,395.549988,398.750000,391.440796,141131
2018-08-02,399.000000,404.250000,394.149994,399.000000,391.686218,324822
2018-08-03,399.000000,403.700012,397.500000,399.750000,392.422485,135051
2018-08-06,403.850006,406.350006,395.450012,397.750000,390.459137,306990
2018-08-07,394.899994,394.899994,369.250000,371.950012,365.132050,847928
2018-08-08,375.399994,376.399994,369.799988,374.200012,367.340820,243802
2018-08-09,376.000000,380.700012,372.000000,376.899994,369.991333,171090
2018-08-10,377.299988,381.750000,375.850006,378.450012,371.512909,107979
2018-08-13,380.000000,380.899994,374.799988,377.350006,370.433075,86987
2018-08-14,377.399994,382.000000,371.399994,373.350006,366.506409,111393
2018-08-16,372.700012,373.750000,368.000000,369.950012,363.168732,110917
2018-08-17,374.299988,378.799988,372.750000,373.950012,367.095398,116111
2018-08-20,377.399994,382.000000,374.299988,377.549988,370.629364,107384
2018-08-21,372.000000,381.850006,372.000000,377.450012,370.531250,102966
2018-08-23,379.899994,385.100006,372.799988,383.799988,376.764832,146795
2018-08-24,386.000000,387.700012,374.700012,376.200012,369.304169,231141
2018-08-27,380.000000,382.200012,376.200012,378.950012,372.003723,98226
2018-08-28,380.000000,388.799988,376.649994,387.299988,380.200684,304402
2018-08-29,384.000000,393.299988,382.100006,385.600006,378.531860,233263
2018-08-30,390.000000,390.000000,380.500000,383.299988,376.273987,189981
2018-08-31,384.000000,393.399994,381.500000,383.350006,376.323090,297538
2018-09-03,384.000000,392.149994,379.000000,384.649994,377.599274,232659
2018-09-04,386.000000,392.000000,370.000000,372.750000,365.917389,384538
2018-09-05,373.299988,380.000000,368.950012,378.450012,371.512909,256487
2018-09-06,382.899994,386.950012,374.549988,384.350006,377.304749,192916
2018-09-07,384.000000,385.000000,375.000000,377.100006,370.187653,124240
2018-09-10,377.100006,382.899994,370.399994,371.750000,364.935730,2843329
2018-09-11,375.000000,378.000000,363.549988,364.700012,358.014954,228619
2018-09-12,368.000000,377.649994,365.000000,376.149994,369.255066,289705
2018-09-14,376.500000,385.750000,376.500000,380.049988,373.083557,236564
2018-09-17,379.549988,383.899994,376.250000,381.450012,374.457947,173737
2018-09-18,384.000000,386.899994,376.000000,377.549988,370.629364,231500
2018-09-19,382.950012,397.000000,371.549988,372.950012,366.113739,186173
2018-09-21,375.899994,379.750000,320.750000,362.000000,355.364410,308052
2018-09-24,363.000000,371.000000,338.500000,345.750000,339.412323,300086
2018-09-25,345.750000,349.299988,324.600006,338.700012,332.491547,441638
2018-09-26,358.000000,358.000000,331.049988,338.299988,332.098846,385132
2018-09-27,340.000000,344.799988,330.100006,334.649994,328.515778,201360
2018-09-28,342.000000,342.000000,326.049988,328.450012,322.429443,289265
2018-10-01,329.000000,334.950012,320.250000,330.500000,324.441864,354326
2018-10-03,330.899994,337.899994,327.049988,329.700012,323.656525,247691
2018-10-04,324.899994,329.200012,313.799988,315.950012,310.158569,322555
2018-10-05,317.049988,319.000000,299.000000,302.049988,296.513336,347693
2018-10-08,300.000000,306.700012,294.000000,304.250000,298.673035,278182
2018-10-09,307.200012,322.899994,303.399994,318.000000,312.170990,1271722
2018-10-10,318.000000,332.750000,316.000000,326.250000,320.269775,233824
2018-10-11,321.000000,324.899994,312.000000,314.299988,308.538818,197788
2018-10-12,319.000000,327.450012,316.149994,323.450012,317.521088,171154
2018-10-15,327.899994,328.149994,316.000000,321.600006,315.704987,281173
2018-10-16,322.899994,335.899994,321.750000,333.000000,326.896027,247101
2018-10-17,339.399994,339.750000,310.149994,314.299988,308.538818,379935
2018-10-19,315.000000,320.600006,305.850006,315.700012,309.913147,274296
2018-10-22,318.149994,324.500000,309.700012,314.700012,308.931488,318451
2018-10-23,315.100006,320.950012,311.299988,318.250000,312.416412,309118
2018-10-24,324.000000,329.200012,307.350006,313.799988,308.047943,612602
2018-10-25,311.000000,312.700012,298.649994,304.450012,298.869354,376317
2018-10-26,308.799988,311.000000,302.000000,304.299988,298.722076,356434
2018-10-29,305.500000,328.549988,303.500000,326.600006,320.613342,452375
2018-10-30,323.799988,334.899994,293.950012,321.850006,315.950378,450658
2018-10-31,324.799988,340.000000,313.600006,319.100006,313.250824,390048
2018-11-01,324.000000,326.100006,314.299988,319.250000,313.398071,382745
2018-11-02,322.399994,338.899994,319.000000,333.500000,327.386871,3306503
2018-11-05,335.000000,341.399994,327.000000,329.049988,323.018402,243935
2018-11-06,330.850006,337.299988,323.299988,325.750000,319.778900,389035
2018-11-07,327.299988,328.049988,325.000000,326.600006,320.613342,11285
2018-11-09,327.000000,338.000000,326.000000,336.850006,330.675476,1466123
2018-11-12,338.399994,344.700012,326.000000,328.600006,322.576691,1482228
2018-11-13,328.600006,334.799988,326.000000,334.000000,327.877686,465629
2018-11-14,338.500000,338.500000,329.500000,331.049988,324.981750,795259
2018-11-15,331.450012,347.200012,330.299988,345.299988,338.970520,700968
2018-11-16,345.549988,351.450012,335.600006,346.649994,340.295807,411652
2018-11-19,346.649994,351.000000,342.250000,349.799988,343.388062,173231
2018-11-20,349.799988,357.500000,347.500000,354.149994,347.658325,331033
2018-11-21,355.000000,362.000000,352.799988,360.899994,354.284576,228660
2018-11-22,360.000000,369.799988,359.500000,367.149994,360.420044,241602
2018-11-26,368.100006,370.450012,356.399994,369.149994,362.383362,304187
2018-11-27,369.000000,373.049988,340.000000,368.600006,361.843506,301944
2018-11-28,368.000000,371.250000,362.700012,365.299988,358.603973,147485
2018-11-29,368.500000,371.250000,363.299988,369.350006,362.579742,178942
2018-11-30,368.500000,374.399994,363.649994,365.899994,359.192963,227758
2018-12-03,366.000000,380.000000,365.299988,375.450012,368.567932,338647
2018-12-04,374.799988,375.450012,371.000000,373.850006,366.997223,156858
2018-12-05,373.000000,377.000000,372.350006,374.149994,367.291718,260766
2018-12-06,373.899994,375.000000,361.899994,363.899994,357.229645,306677
2018-12-07,364.100006,374.899994,363.799988,373.750000,366.899048,195436
2018-12-10,361.100006,373.750000,357.899994,359.350006,352.763031,431921
2018-12-11,348.500000,363.549988,348.500000,356.899994,350.357910,434486
2018-12-12,356.000000,376.000000,355.799988,374.399994,367.537140,319100
2018-12-13,375.500000,376.500000,370.000000,371.350006,364.543060,286858
2018-12-14,372.000000,372.000000,366.799988,368.950012,362.187073,139028
2018-12-17,369.600006,377.299988,369.600006,371.399994,364.592133,258693
2018-12-18,370.000000,373.700012,365.299988,372.700012,365.868317,193006
2018-12-19,374.000000,377.250000,372.399994,375.549988,368.666046,124019
2018-12-20,375.549988,377.000000,369.200012,375.100006,368.224335,174151
2018-12-21,374.899994,379.299988,349.500000,359.200012,352.615784,445518
2018-12-24,361.000000,366.200012,358.500000,360.950012,354.333740,229901
2018-12-26,360.950012,379.500000,358.000000,376.700012,369.795013,439065
2018-12-27,378.500000,385.899994,373.950012,383.600006,376.568512,346137
2018-12-28,384.100006,390.000000,384.100006,386.299988,379.219025,226345
2018-12-31,387.000000,389.799988,385.799988,387.350006,380.249817,163550
2019-01-01,387.200012,391.600006,384.399994,388.799988,381.673187,98195
2019-01-02,387.000000,388.899994,378.250000,380.950012,373.967102,142338
2019-01-03,386.000000,386.000000,377.399994,378.450012,371.512909,158715
2019-01-04,380.500000,383.649994,376.200012,381.500000,374.506989,152293
2019-01-07,383.100006,386.649994,376.000000,381.799988,374.801483,98586
2019-01-08,385.649994,387.149994,376.500000,378.899994,371.954651,141190
2019-01-09,384.000000,384.000000,373.299988,377.399994,370.482178,509527
2019-01-10,378.899994,381.500000,377.399994,379.850006,372.887238,752096
2019-01-11,381.399994,381.950012,375.149994,377.000000,370.089508,50434
2019-01-14,376.500000,376.500000,372.500000,374.250000,367.389893,43097
2019-01-15,376.750000,386.000000,375.649994,384.750000,377.697418,106607
2019-01-16,384.799988,390.899994,379.350006,389.399994,382.262177,107416
2019-01-17,390.950012,395.500000,386.899994,394.700012,387.465057,368318
2019-01-18,395.600006,399.549988,392.549988,398.600006,391.293579,220821
2019-01-21,397.049988,402.600006,392.600006,395.950012,388.692139,97426
2019-01-22,396.000000,396.000000,387.600006,391.850006,384.667297,63047
2019-01-23,391.000000,392.049988,384.700012,386.700012,379.611725,508772
2019-01-24,386.250000,386.250000,378.450012,382.000000,374.997833,209425
2019-01-25,385.000000,385.000000,373.000000,374.700012,367.831696,433334
2019-01-28,376.899994,377.000000,299.799988,327.049988,321.055084,1299228
2019-01-29,339.000000,355.000000,327.500000,347.950012,341.572021,597901
2019-01-30,348.100006,349.700012,336.399994,338.350006,332.147949,743995
2019-01-31,338.299988,343.299988,330.200012,339.850006,333.620453,556880
2019-02-01,342.000000,346.299988,334.000000,339.100006,332.884216,264520
2019-02-04,339.000000,339.000000,329.549988,335.750000,329.595612,185456
2019-02-05,334.899994,341.000000,330.799988,339.500000,333.276855,215311
2019-02-06,339.899994,341.750000,319.200012,331.149994,325.079926,557774
2019-02-07,331.149994,336.700012,323.399994,332.750000,326.650604,316561
2019-02-08,334.000000,336.549988,328.500000,330.899994,324.834473,155513
2019-02-11,332.000000,338.000000,319.000000,328.799988,322.773010,549699
2019-02-12,328.799988,329.899994,323.799988,327.100006,321.104156,123994
2019-02-14,341.100006,351.750000,340.600006,349.100006,342.700928,641902
2019-02-15,348.899994,352.950012,346.899994,349.299988,342.897217,221207
2019-02-18,349.000000,353.100006,344.500000,347.200012,340.835785,707370
2019-02-19,347.000000,348.799988,337.600006,339.700012,333.473206,95901
2019-02-20,341.000000,356.950012,341.000000,355.000000,348.492737,243669
2019-02-21,352.899994,359.000000,351.350006,355.700012,349.179932,156080
2019-02-22,355.500000,358.600006,352.399994,354.100006,347.609253,417093
2019-02-25,338.000000,339.399994,321.549988,324.850006,318.895416,1315823
2019-02-26,327.000000,327.000000,316.000000,323.549988,317.619232,5580098
2019-02-27,326.100006,332.100006,322.549988,324.899994,318.944519,354632
2019-02-28,327.600006,329.549988,323.649994,325.350006,319.386261,156839
2019-03-01,328.500000,334.750000,327.200012,333.450012,327.337799,264026
2019-03-05,333.350006,341.000000,330.700012,339.500000,333.276855,248549
2019-03-06,343.700012,348.950012,334.649994,337.500000,331.313568,237731
2019-03-07,336.000000,342.450012,334.950012,340.850006,334.602112,143262
2019-03-08,340.850006,343.549988,338.100006,342.700012,336.418243,338962
2019-03-11,342.000000,352.000000,342.000000,350.600006,344.173431,140341
2019-03-12,353.399994,364.899994,352.450012,360.850006,354.235504,260375
2019-03-13,360.799988,368.649994,357.649994,366.399994,359.683807,234041
2019-03-14,366.450012,368.200012,360.399994,364.950012,358.260376,116864
2019-03-15,366.000000,368.149994,361.649994,366.100006,359.389282,146159
2019-03-18,363.000000,375.399994,363.000000,369.200012,362.432465,141860
2019-03-19,369.100006,371.850006,362.700012,365.899994,359.192963,117901
2019-03-20,365.850006,367.600006,359.450012,360.549988,353.941010,121854
2019-03-22,360.950012,361.600006,355.799988,360.350006,353.744690,92231
2019-03-25,360.000000,363.000000,353.600006,360.750000,354.137360,73086
2019-03-26,361.000000,369.649994,361.000000,368.700012,361.941650,92586
2019-03-27,369.500000,371.700012,364.149994,365.700012,358.996643,121916
2019-03-28,369.950012,383.000000,368.299988,381.500000,374.506989,268145
2019-04-01,382.000000,386.350006,378.799988,382.399994,375.390503,107721
2019-04-02,384.700012,384.700012,377.600006,379.649994,372.690918,68888
2019-04-03,379.500000,386.049988,379.000000,381.049988,374.065247,105264
2019-04-04,384.899994,384.899994,375.000000,380.600006,373.623505,147903
2019-04-05,380.000000,388.049988,378.000000,387.000000,379.906189,99437
2019-04-08,389.899994,389.899994,375.500000,379.399994,372.445496,73240
2019-04-09,381.000000,381.049988,373.350006,379.750000,372.789093,74058
2019-04-10,379.850006,385.299988,375.750000,383.649994,376.617584,102573
2019-04-11,381.850006,384.000000,377.549988,379.950012,372.985443,488638
2019-04-12,380.000000,387.649994,378.000000,385.299988,378.237366,75442
2019-04-15,385.299988,388.899994,382.950012,387.600006,380.495209,173642
2019-04-16,388.399994,396.799988,386.100006,395.700012,388.446747,180671
2019-04-18,397.000000,397.000000,388.000000,390.049988,382.900269,135138
2019-04-22,390.000000,392.000000,384.200012,390.850006,383.685608,78261
2019-04-23,392.000000,393.000000,385.649994,391.100006,383.931030,169972
2019-04-24,389.000000,394.000000,386.549988,391.950012,384.765442,38819
2019-04-25,397.000000,397.000000,387.850006,390.950012,383.783783,679133
2019-04-26,390.000000,393.100006,385.700012,391.049988,383.881927,46871
2019-04-30,388.100006,393.750000,385.000000,392.000000,384.814514,109164
2019-05-02,390.000000,396.250000,390.000000,394.299988,387.072388,110209
2019-05-03,394.299988,398.100006,384.600006,386.799988,379.709839,50567
2019-05-06,385.000000,385.049988,378.149994,379.500000,372.543671,51905
2019-05-07,380.350006,383.750000,370.399994,372.250000,365.426575,58132
2019-05-08,370.399994,374.799988,367.399994,369.549988,362.776031,56043
2019-05-09,369.649994,369.649994,361.600006,363.850006,357.180542,49180
2019-05-10,365.000000,378.250000,363.649994,373.100006,366.260986,118723
2019-05-13,370.049988,372.350006,362.750000,364.149994,357.475037,71301
2019-05-14,364.000000,373.700012,363.000000,370.799988,364.003113,116996
2019-05-15,370.799988,375.000000,359.299988,360.500000,353.891937,98213
2019-05-16,360.549988,374.000000,360.549988,371.000000,364.199463,112071
2019-05-17,370.500000,372.200012,362.100006,366.899994,360.174622,108755
2019-05-20,395.000000,409.000000,376.149994,400.299988,392.962372,447249
2019-05-21,412.000000,412.000000,385.000000,387.000000,379.906189,511691
2019-05-22,392.000000,393.549988,378.649994,386.799988,379.709839,223086
2019-05-23,401.000000,430.000000,392.750000,407.700012,400.226776,1410460
2019-05-24,409.899994,415.200012,399.500000,409.399994,401.895569,523788
2019-05-27,409.299988,416.899994,405.750000,412.549988,404.987854,274172
2019-05-28,423.000000,427.000000,408.549988,412.500000,404.938751,670571
2019-05-29,412.299988,412.299988,404.450012,405.799988,398.361572,170442
2019-05-30,405.700012,413.000000,401.750000,409.049988,401.551971,240799
2019-05-31,409.149994,417.200012,407.000000,414.850006,407.245728,263277
2019-06-03,415.100006,426.299988,412.100006,423.899994,416.129822,347748
2019-06-04,423.799988,429.600006,417.649994,425.399994,417.602325,373269
2019-06-06,426.000000,429.600006,421.000000,426.399994,418.583954,254823
2019-06-07,426.500000,427.500000,420.000000,424.899994,417.111450,158946
2019-06-10,424.700012,429.250000,420.600006,425.500000,417.700470,162822
2019-06-11,426.000000,427.500000,423.250000,426.049988,418.240356,136121
2019-06-12,426.049988,429.000000,422.850006,424.500000,416.718811,162052
2019-06-13,424.000000,426.299988,422.850006,424.750000,416.964233,98951
2019-06-14,425.000000,428.000000,423.850006,426.250000,418.436707,176245
2019-06-17,426.000000,426.200012,422.100006,422.950012,415.197235,99133
2019-06-18,423.299988,425.500000,418.950012,421.100006,413.381165,115545
2019-06-19,422.000000,424.799988,401.000000,407.750000,400.275818,223644
2019-06-20,400.049988,412.200012,389.700012,401.250000,393.894958,281506
2019-06-21,401.899994,407.750000,398.000000,402.100006,394.729401,168892
2019-06-24,400.000000,407.350006,400.000000,405.750000,398.312469,59933
2019-06-25,406.000000,407.200012,402.500000,405.649994,398.214325,64718
2019-06-26,405.649994,417.450012,404.750000,415.000000,407.392944,223347
2019-06-27,414.100006,418.000000,404.649994,406.350006,398.901489,169004
2019-06-28,408.799988,413.149994,407.000000,410.000000,402.484589,96240
2019-07-01,412.000000,413.850006,408.750000,412.950012,405.380524,54996
2019-07-02,412.149994,416.549988,410.500000,413.950012,406.362213,75828
2019-07-03,414.500000,419.600006,414.000000,415.000000,407.392944,108678
2019-07-04,420.000000,420.000000,413.700012,415.250000,407.638397,83298
2019-07-05,416.899994,416.899994,400.950012,402.600006,395.220245,100769
2019-07-08,403.899994,404.549988,396.350006,397.700012,390.410065,61470
2019-07-09,398.000000,405.899994,392.799988,404.899994,397.478088,103196
2019-07-10,408.000000,408.950012,402.399994,404.500000,397.085419,85506
2019-07-11,407.600006,413.600006,405.299988,412.799988,405.233276,69650
2019-07-12,412.450012,419.100006,409.850006,415.149994,407.540161,97261
2019-07-15,416.450012,416.450012,408.100006,409.299988,401.797394,74035
2019-07-16,409.299988,421.350006,407.850006,418.100006,410.436096,77204
2019-07-17,421.500000,421.500000,414.500000,416.950012,409.307190,47948
2019-07-18,414.200012,419.250000,410.700012,412.450012,404.889709,44268
2019-07-19,414.950012,416.700012,401.850006,405.350006,397.919830,62681
2019-07-22,403.000000,409.200012,397.000000,407.149994,399.686829,52332
2019-07-23,407.299988,408.750000,398.149994,399.600006,392.275208,61326
2019-07-24,399.950012,400.399994,378.399994,380.799988,373.819824,141868
2019-07-25,381.850006,385.399994,377.000000,380.200012,373.230865,85946
2019-07-26,380.200012,384.149994,377.299988,381.450012,374.654999,77244
2019-07-29,381.000000,382.649994,372.000000,373.700012,367.043060,56149
2019-07-30,377.500000,389.549988,371.100006,373.299988,366.650177,74562
2019-07-31,373.850006,381.600006,369.000000,377.549988,370.824463,67958
2019-08-01,378.000000,378.000000,366.649994,370.899994,364.292908,54947
2019-08-02,368.000000,379.399994,363.600006,374.899994,368.221649,89558
2019-08-05,372.700012,372.700012,359.549988,368.149994,361.591919,80459
2019-08-06,360.000000,378.500000,360.000000,376.950012,370.235168,145702
2019-08-07,380.750000,380.750000,365.850006,372.299988,365.667969,216748
2019-08-08,378.000000,379.149994,367.850006,374.000000,367.337708,172089
2019-08-09,377.700012,380.299988,372.399994,376.299988,369.596710,134247
2019-08-13,377.250000,395.049988,359.100006,360.899994,354.471069,137076
2019-08-14,360.250000,362.850006,357.100006,358.799988,352.408478,148118
2019-08-16,357.950012,358.100006,350.000000,357.350006,350.984314,76637
2019-08-19,364.000000,364.000000,356.600006,357.250000,350.886078,64400
2019-08-20,357.200012,359.450012,352.299988,355.100006,348.774384,72892
2019-08-21,356.000000,356.000000,348.299988,350.299988,344.059875,64251
2019-08-22,351.100006,351.100006,341.000000,345.000000,338.854279,69291
2019-08-23,346.500000,354.000000,339.799988,349.399994,343.175903,82959
2019-08-26,363.100006,370.850006,349.750000,368.100006,361.542786,187170
2019-08-27,371.500000,374.000000,367.700012,372.299988,365.667969,92048
2019-08-28,374.000000,374.000000,364.000000,366.049988,359.529327,51732
2019-08-29,365.100006,370.299988,361.250000,366.299988,359.774872,45099
2019-08-30,368.049988,368.100006,359.750000,365.500000,358.989105,60954
2019-09-03,360.200012,367.149994,359.600006,361.049988,354.618378,37735
2019-09-04,362.700012,365.700012,356.850006,364.100006,357.614044,68294
2019-09-05,366.000000,367.250000,361.399994,366.549988,360.020416,47394
2019-09-06,369.500000,369.500000,364.049988,365.700012,359.185577,49807
2019-09-09,366.000000,371.700012,363.950012,369.600006,363.016083,78261
2019-09-11,370.000000,375.000000,367.000000,373.299988,366.650177,100903
2019-09-12,374.000000,375.950012,370.950012,372.500000,365.864410,69234
2019-09-13,375.250000,377.399994,370.700012,374.000000,367.337708,166182
2019-09-16,373.950012,374.000000,368.200012,370.350006,363.752716,58096
2019-09-17,371.000000,373.000000,363.200012,365.600006,359.087341,81545
2019-09-18,365.299988,368.049988,364.200012,365.850006,359.332886,34557
